Testni primer za prastevilo : 96 Mnozica: Z_96
----------------------------------
Vsota: 
  0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95
 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93 92
 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94 93
 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95 94
 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0 95
 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 60 59 58 57 56 55 54 53 52 51 50 49 48 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10  9  8  7  6  5  4  3  2  1  0
----------------------------------
Obratno: 
1|1|1|1|77|1|55|1|1|1|35|1|37|1|1|1|17|1|91|1|1|1|71|1|73|1|1|1|53|1|31|1|1|1|11|1|13|1|1|1|89|1|67|1|1|1|47|1|49|1|1|1|29|1|7|1|1|1|83|1|85|1|1|1|65|1|43|1|1|1|23|1|25|1|1|1|5|1|79|1|1|1|59|1|61|1|1|1|41|1|19|1|1|1|95|----------------------------------
Kolicnik: 
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
  1  1  1  1 77  1 55  1  1  1 35  1 37  1  1  1 17  1 91  1  1  1 71  1 73  1  1  1 53  1 31  1  1  1 11  1 13  1  1  1 89  1 67  1  1  1 47  1 49  1  1  1 29  1  7  1  1  1 83  1 85  1  1  1 65  1 43  1  1  1 23  1 25  1  1  1  5  1 79  1  1  1 59  1 61  1  1  1 41  1 19  1  1  1 95
  2  2  2  2 58  2 14  2  2  2 70  2 74  2  2  2 34  2 86  2  2  2 46  2 50  2  2  2 10  2 62  2  2  2 22  2 26  2  2  2 82  2 38  2  2  2 94  2  2  2  2  2 58  2 14  2  2  2 70  2 74  2  2  2 34  2 86  2  2  2 46  2 50  2  2  2 10  2 62  2  2  2 22  2 26  2  2  2 82  2 38  2  2  2 94
  3  3  3  3 39  3 69  3  3  3  9  3 15  3  3  3 51  3 81  3  3  3 21  3 27  3  3  3 63  3 93  3  3  3 33  3 39  3  3  3 75  3  9  3  3  3 45  3 51  3  3  3 87  3 21  3  3  3 57  3 63  3  3  3  3  3 33  3  3  3 69  3 75  3  3  3 15  3 45  3  3  3 81  3 87  3  3  3 27  3 57  3  3  3 93
  4  4  4  4 20  4 28  4  4  4 44  4 52  4  4  4 68  4 76  4  4  4 92  4  4  4  4  4 20  4 28  4  4  4 44  4 52  4  4  4 68  4 76  4  4  4 92  4  4  4  4  4 20  4 28  4  4  4 44  4 52  4  4  4 68  4 76  4  4  4 92  4  4  4  4  4 20  4 28  4  4  4 44  4 52  4  4  4 68  4 76  4  4  4 92
  5  5  5  5  1  5 83  5  5  5 79  5 89  5  5  5 85  5 71  5  5  5 67  5 77  5  5  5 73  5 59  5  5  5 55  5 65  5  5  5 61  5 47  5  5  5 43  5 53  5  5  5 49  5 35  5  5  5 31  5 41  5  5  5 37  5 23  5  5  5 19  5 29  5  5  5 25  5 11  5  5  5  7  5 17  5  5  5 13  5 95  5  5  5 91
  6  6  6  6 78  6 42  6  6  6 18  6 30  6  6  6  6  6 66  6  6  6 42  6 54  6  6  6 30  6 90  6  6  6 66  6 78  6  6  6 54  6 18  6  6  6 90  6  6  6  6  6 78  6 42  6  6  6 18  6 30  6  6  6  6  6 66  6  6  6 42  6 54  6  6  6 30  6 90  6  6  6 66  6 78  6  6  6 54  6 18  6  6  6 90
  7  7  7  7 59  7  1  7  7  7 53  7 67  7  7  7 23  7 61  7  7  7 17  7 31  7  7  7 83  7 25  7  7  7 77  7 91  7  7  7 47  7 85  7  7  7 41  7 55  7  7  7 11  7 49  7  7  7  5  7 19  7  7  7 71  7 13  7  7  7 65  7 79  7  7  7 35  7 73  7  7  7 29  7 43  7  7  7 95  7 37  7  7  7 89
  8  8  8  8 40  8 56  8  8  8 88  8  8  8  8  8 40  8 56  8  8  8 88  8  8  8  8  8 40  8 56  8  8  8 88  8  8  8  8  8 40  8 56  8  8  8 88  8  8  8  8  8 40  8 56  8  8  8 88  8  8  8  8  8 40  8 56  8  8  8 88  8  8  8  8  8 40  8 56  8  8  8 88  8  8  8  8  8 40  8 56  8  8  8 88
  9  9  9  9 21  9 15  9  9  9 27  9 45  9  9  9 57  9 51  9  9  9 63  9 81  9  9  9 93  9 87  9  9  9  3  9 21  9  9  9 33  9 27  9  9  9 39  9 57  9  9  9 69  9 63  9  9  9 75  9 93  9  9  9  9  9  3  9  9  9 15  9 33  9  9  9 45  9 39  9  9  9 51  9 69  9  9  9 81  9 75  9  9  9 87
 10 10 10 10  2 10 70 10 10 10 62 10 82 10 10 10 74 10 46 10 10 10 38 10 58 10 10 10 50 10 22 10 10 10 14 10 34 10 10 10 26 10 94 10 10 10 86 10 10 10 10 10  2 10 70 10 10 10 62 10 82 10 10 10 74 10 46 10 10 10 38 10 58 10 10 10 50 10 22 10 10 10 14 10 34 10 10 10 26 10 94 10 10 10 86
 11 11 11 11 79 11 29 11 11 11  1 11 23 11 11 11 91 11 41 11 11 11 13 11 35 11 11 11  7 11 53 11 11 11 25 11 47 11 11 11 19 11 65 11 11 11 37 11 59 11 11 11 31 11 77 11 11 11 49 11 71 11 11 11 43 11 89 11 11 11 61 11 83 11 11 11 55 11  5 11 11 11 73 11 95 11 11 11 67 11 17 11 11 11 85
 12 12 12 12 60 12 84 12 12 12 36 12 60 12 12 12 12 12 36 12 12 12 84 12 12 12 12 12 60 12 84 12 12 12 36 12 60 12 12 12 12 12 36 12 12 12 84 12 12 12 12 12 60 12 84 12 12 12 36 12 60 12 12 12 12 12 36 12 12 12 84 12 12 12 12 12 60 12 84 12 12 12 36 12 60 12 12 12 12 12 36 12 12 12 84
 13 13 13 13 41 13 43 13 13 13 71 13  1 13 13 13 29 13 31 13 13 13 59 13 85 13 13 13 17 13 19 13 13 13 47 13 73 13 13 13  5 13  7 13 13 13 35 13 61 13 13 13 89 13 91 13 13 13 23 13 49 13 13 13 77 13 79 13 13 13 11 13 37 13 13 13 65 13 67 13 13 13 95 13 25 13 13 13 53 13 55 13 13 13 83
 14 14 14 14 22 14  2 14 14 14 10 14 38 14 14 14 46 14 26 14 14 14 34 14 62 14 14 14 70 14 50 14 14 14 58 14 86 14 14 14 94 14 74 14 14 14 82 14 14 14 14 14 22 14  2 14 14 14 10 14 38 14 14 14 46 14 26 14 14 14 34 14 62 14 14 14 70 14 50 14 14 14 58 14 86 14 14 14 94 14 74 14 14 14 82
 15 15 15 15  3 15 57 15 15 15 45 15 75 15 15 15 63 15 21 15 15 15  9 15 39 15 15 15 27 15 81 15 15 15 69 15  3 15 15 15 87 15 45 15 15 15 33 15 63 15 15 15 51 15  9 15 15 15 93 15 27 15 15 15 15 15 69 15 15 15 57 15 87 15 15 15 75 15 33 15 15 15 21 15 51 15 15 15 39 15 93 15 15 15 81
 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80 16 16 16 16 16 80
 17 17 17 17 61 17 71 17 17 17 19 17 53 17 17 17  1 17 11 17 17 17 55 17 89 17 17 17 37 17 47 17 17 17 91 17 29 17 17 17 73 17 83 17 17 17 31 17 65 17 17 17 13 17 23 17 17 17 67 17  5 17 17 17 49 17 59 17 17 17  7 17 41 17 17 17 85 17 95 17 17 17 43 17 77 17 17 17 25 17 35 17 17 17 79
 18 18 18 18 42 18 30 18 18 18 54 18 90 18 18 18 18 18  6 18 18 18 30 18 66 18 18 18 90 18 78 18 18 18  6 18 42 18 18 18 66 18 54 18 18 18 78 18 18 18 18 18 42 18 30 18 18 18 54 18 90 18 18 18 18 18  6 18 18 18 30 18 66 18 18 18 90 18 78 18 18 18  6 18 42 18 18 18 66 18 54 18 18 18 78
 19 19 19 19 23 19 85 19 19 19 89 19 31 19 19 19 35 19  1 19 19 19  5 19 43 19 19 19 47 19 13 19 19 19 17 19 55 19 19 19 59 19 25 19 19 19 29 19 67 19 19 19 71 19 37 19 19 19 41 19 79 19 19 19 83 19 49 19 19 19 53 19 91 19 19 19 95 19 61 19 19 19 65 19  7 19 19 19 11 19 73 19 19 19 77
 20 20 20 20  4 20 44 20 20 20 28 20 68 20 20 20 52 20 92 20 20 20 76 20 20 20 20 20  4 20 44 20 20 20 28 20 68 20 20 20 52 20 92 20 20 20 76 20 20 20 20 20  4 20 44 20 20 20 28 20 68 20 20 20 52 20 92 20 20 20 76 20 20 20 20 20  4 20 44 20 20 20 28 20 68 20 20 20 52 20 92 20 20 20 76
 21 21 21 21 81 21  3 21 21 21 63 21  9 21 21 21 69 21 87 21 21 21 51 21 93 21 21 21 57 21 75 21 21 21 39 21 81 21 21 21 45 21 63 21 21 21 27 21 69 21 21 21 33 21 51 21 21 21 15 21 57 21 21 21 21 21 39 21 21 21  3 21 45 21 21 21  9 21 27 21 21 21 87 21 33 21 21 21 93 21 15 21 21 21 75
 22 22 22 22 62 22 58 22 22 22  2 22 46 22 22 22 86 22 82 22 22 22 26 22 70 22 22 22 14 22 10 22 22 22 50 22 94 22 22 22 38 22 34 22 22 22 74 22 22 22 22 22 62 22 58 22 22 22  2 22 46 22 22 22 86 22 82 22 22 22 26 22 70 22 22 22 14 22 10 22 22 22 50 22 94 22 22 22 38 22 34 22 22 22 74
 23 23 23 23 43 23 17 23 23 23 37 23 83 23 23 23  7 23 77 23 23 23  1 23 47 23 23 23 67 23 41 23 23 23 61 23 11 23 23 23 31 23  5 23 23 23 25 23 71 23 23 23 91 23 65 23 23 23 85 23 35 23 23 23 55 23 29 23 23 23 49 23 95 23 23 23 19 23 89 23 23 23 13 23 59 23 23 23 79 23 53 23 23 23 73
 24 24 24 24 24 24 72 24 24 24 72 24 24 24 24 24 24 24 72 24 24 24 72 24 24 24 24 24 24 24 72 24 24 24 72 24 24 24 24 24 24 24 72 24 24 24 72 24 24 24 24 24 24 24 72 24 24 24 72 24 24 24 24 24 24 24 72 24 24 24 72 24 24 24 24 24 24 24 72 24 24 24 72 24 24 24 24 24 24 24 72 24 24 24 72
 25 25 25 25  5 25 31 25 25 25 11 25 61 25 25 25 41 25 67 25 25 25 47 25  1 25 25 25 77 25  7 25 25 25 83 25 37 25 25 25 17 25 43 25 25 25 23 25 73 25 25 25 53 25 79 25 25 25 59 25 13 25 25 25 89 25 19 25 25 25 95 25 49 25 25 25 29 25 55 25 25 25 35 25 85 25 25 25 65 25 91 25 25 25 71
 26 26 26 26 82 26 86 26 26 26 46 26  2 26 26 26 58 26 62 26 26 26 22 26 74 26 26 26 34 26 38 26 26 26 94 26 50 26 26 26 10 26 14 26 26 26 70 26 26 26 26 26 82 26 86 26 26 26 46 26  2 26 26 26 58 26 62 26 26 26 22 26 74 26 26 26 34 26 38 26 26 26 94 26 50 26 26 26 10 26 14 26 26 26 70
 27 27 27 27 63 27 45 27 27 27 81 27 39 27 27 27 75 27 57 27 27 27 93 27 51 27 27 27 87 27 69 27 27 27  9 27 63 27 27 27  3 27 81 27 27 27 21 27 75 27 27 27 15 27 93 27 27 27 33 27 87 27 27 27 27 27  9 27 27 27 45 27  3 27 27 27 39 27 21 27 27 27 57 27 15 27 27 27 51 27 33 27 27 27 69
 28 28 28 28 44 28  4 28 28 28 20 28 76 28 28 28 92 28 52 28 28 28 68 28 28 28 28 28 44 28  4 28 28 28 20 28 76 28 28 28 92 28 52 28 28 28 68 28 28 28 28 28 44 28  4 28 28 28 20 28 76 28 28 28 92 28 52 28 28 28 68 28 28 28 28 28 44 28  4 28 28 28 20 28 76 28 28 28 92 28 52 28 28 28 68
 29 29 29 29 25 29 59 29 29 29 55 29 17 29 29 29 13 29 47 29 29 29 43 29  5 29 29 29  1 29 35 29 29 29 31 29 89 29 29 29 85 29 23 29 29 29 19 29 77 29 29 29 73 29 11 29 29 29  7 29 65 29 29 29 61 29 95 29 29 29 91 29 53 29 29 29 49 29 83 29 29 29 79 29 41 29 29 29 37 29 71 29 29 29 67
 30 30 30 30  6 30 18 30 30 30 90 30 54 30 30 30 30 30 42 30 30 30 18 30 78 30 30 30 54 30 66 30 30 30 42 30  6 30 30 30 78 30 90 30 30 30 66 30 30 30 30 30  6 30 18 30 30 30 90 30 54 30 30 30 30 30 42 30 30 30 18 30 78 30 30 30 54 30 66 30 30 30 42 30  6 30 30 30 78 30 90 30 30 30 66
 31 31 31 31 83 31 73 31 31 31 29 31 91 31 31 31 47 31 37 31 31 31 89 31 55 31 31 31 11 31  1 31 31 31 53 31 19 31 31 31 71 31 61 31 31 31 17 31 79 31 31 31 35 31 25 31 31 31 77 31 43 31 31 31 95 31 85 31 31 31 41 31  7 31 31 31 59 31 49 31 31 31  5 31 67 31 31 31 23 31 13 31 31 31 65
 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64 32 32 32 32 32 64
 33 33 33 33 45 33 87 33 33 33  3 33 69 33 33 33 81 33 27 33 33 33 39 33  9 33 33 33 21 33 63 33 33 33 75 33 45 33 33 33 57 33  3 33 33 33 15 33 81 33 33 33 93 33 39 33 33 33 51 33 21 33 33 33 33 33 75 33 33 33 87 33 57 33 33 33 69 33 15 33 33 33 27 33 93 33 33 33  9 33 51 33 33 33 63
 34 34 34 34 26 34 46 34 34 34 38 34 10 34 34 34  2 34 22 34 34 34 14 34 82 34 34 34 74 34 94 34 34 34 86 34 58 34 34 34 50 34 70 34 34 34 62 34 34 34 34 34 26 34 46 34 34 34 38 34 10 34 34 34  2 34 22 34 34 34 14 34 82 34 34 34 74 34 94 34 34 34 86 34 58 34 34 34 50 34 70 34 34 34 62
 35 35 35 35  7 35  5 35 35 35 73 35 47 35 35 35 19 35 17 35 35 35 85 35 59 35 35 35 31 35 29 35 35 35  1 35 71 35 35 35 43 35 41 35 35 35 13 35 83 35 35 35 55 35 53 35 35 35 25 35 95 35 35 35 67 35 65 35 35 35 37 35 11 35 35 35 79 35 77 35 35 35 49 35 23 35 35 35 91 35 89 35 35 35 61
 36 36 36 36 84 36 60 36 36 36 12 36 84 36 36 36 36 36 12 36 36 36 60 36 36 36 36 36 84 36 60 36 36 36 12 36 84 36 36 36 36 36 12 36 36 36 60 36 36 36 36 36 84 36 60 36 36 36 12 36 84 36 36 36 36 36 12 36 36 36 60 36 36 36 36 36 84 36 60 36 36 36 12 36 84 36 36 36 36 36 12 36 36 36 60
 37 37 37 37 65 37 19 37 37 37 47 37 25 37 37 37 53 37  7 37 37 37 35 37 13 37 37 37 41 37 91 37 37 37 23 37  1 37 37 37 29 37 79 37 37 37 11 37 85 37 37 37 17 37 67 37 37 37 95 37 73 37 37 37  5 37 55 37 37 37 83 37 61 37 37 37 89 37 43 37 37 37 71 37 49 37 37 37 77 37 31 37 37 37 59
 38 38 38 38 46 38 74 38 38 38 82 38 62 38 38 38 70 38  2 38 38 38 10 38 86 38 38 38 94 38 26 38 38 38 34 38 14 38 38 38 22 38 50 38 38 38 58 38 38 38 38 38 46 38 74 38 38 38 82 38 62 38 38 38 70 38  2 38 38 38 10 38 86 38 38 38 94 38 26 38 38 38 34 38 14 38 38 38 22 38 50 38 38 38 58
 39 39 39 39 27 39 33 39 39 39 21 39  3 39 39 39 87 39 93 39 39 39 81 39 63 39 39 39 51 39 57 39 39 39 45 39 27 39 39 39 15 39 21 39 39 39  9 39 87 39 39 39 75 39 81 39 39 39 69 39 51 39 39 39 39 39 45 39 39 39 33 39 15 39 39 39  3 39  9 39 39 39 93 39 75 39 39 39 63 39 69 39 39 39 57
 40 40 40 40  8 40 88 40 40 40 56 40 40 40 40 40  8 40 88 40 40 40 56 40 40 40 40 40  8 40 88 40 40 40 56 40 40 40 40 40  8 40 88 40 40 40 56 40 40 40 40 40  8 40 88 40 40 40 56 40 40 40 40 40  8 40 88 40 40 40 56 40 40 40 40 40  8 40 88 40 40 40 56 40 40 40 40 40  8 40 88 40 40 40 56
 41 41 41 41 85 41 47 41 41 41 91 41 77 41 41 41 25 41 83 41 41 41 31 41 17 41 41 41 61 41 23 41 41 41 67 41 53 41 41 41  1 41 59 41 41 41  7 41 89 41 41 41 37 41 95 41 41 41 43 41 29 41 41 41 73 41 35 41 41 41 79 41 65 41 41 41 13 41 71 41 41 41 19 41  5 41 41 41 49 41 11 41 41 41 55
 42 42 42 42 66 42  6 42 42 42 30 42 18 42 42 42 42 42 78 42 42 42  6 42 90 42 42 42 18 42 54 42 42 42 78 42 66 42 42 42 90 42 30 42 42 42 54 42 42 42 42 42 66 42  6 42 42 42 30 42 18 42 42 42 42 42 78 42 42 42  6 42 90 42 42 42 18 42 54 42 42 42 78 42 66 42 42 42 90 42 30 42 42 42 54
 43 43 43 43 47 43 61 43 43 43 65 43 55 43 43 43 59 43 73 43 43 43 77 43 67 43 43 43 71 43 85 43 43 43 89 43 79 43 43 43 83 43  1 43 43 43  5 43 91 43 43 43 95 43 13 43 43 43 17 43  7 43 43 43 11 43 25 43 43 43 29 43 19 43 43 43 23 43 37 43 43 43 41 43 31 43 43 43 35 43 49 43 43 43 53
 44 44 44 44 28 44 20 44 44 44  4 44 92 44 44 44 76 44 68 44 44 44 52 44 44 44 44 44 28 44 20 44 44 44  4 44 92 44 44 44 76 44 68 44 44 44 52 44 44 44 44 44 28 44 20 44 44 44  4 44 92 44 44 44 76 44 68 44 44 44 52 44 44 44 44 44 28 44 20 44 44 44  4 44 92 44 44 44 76 44 68 44 44 44 52
 45 45 45 45  9 45 75 45 45 45 39 45 33 45 45 45 93 45 63 45 45 45 27 45 21 45 45 45 81 45 51 45 45 45 15 45  9 45 45 45 69 45 39 45 45 45  3 45 93 45 45 45 57 45 27 45 45 45 87 45 81 45 45 45 45 45 15 45 45 45 75 45 69 45 45 45 33 45  3 45 45 45 63 45 57 45 45 45 21 45 87 45 45 45 51
 46 46 46 46 86 46 34 46 46 46 74 46 70 46 46 46 14 46 58 46 46 46  2 46 94 46 46 46 38 46 82 46 46 46 26 46 22 46 46 46 62 46 10 46 46 46 50 46 46 46 46 46 86 46 34 46 46 46 74 46 70 46 46 46 14 46 58 46 46 46  2 46 94 46 46 46 38 46 82 46 46 46 26 46 22 46 46 46 62 46 10 46 46 46 50
 47 47 47 47 67 47 89 47 47 47 13 47 11 47 47 47 31 47 53 47 47 47 73 47 71 47 47 47 91 47 17 47 47 47 37 47 35 47 47 47 55 47 77 47 47 47  1 47 95 47 47 47 19 47 41 47 47 47 61 47 59 47 47 47 79 47  5 47 47 47 25 47 23 47 47 47 43 47 65 47 47 47 85 47 83 47 47 47  7 47 29 47 47 47 49
 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48 48
 49 49 49 49 29 49  7 49 49 49 83 49 85 49 49 49 65 49 43 49 49 49 23 49 25 49 49 49  5 49 79 49 49 49 59 49 61 49 49 49 41 49 19 49 49 49 95 49  1 49 49 49 77 49 55 49 49 49 35 49 37 49 49 49 17 49 91 49 49 49 71 49 73 49 49 49 53 49 31 49 49 49 11 49 13 49 49 49 89 49 67 49 49 49 47
 50 50 50 50 10 50 62 50 50 50 22 50 26 50 50 50 82 50 38 50 50 50 94 50  2 50 50 50 58 50 14 50 50 50 70 50 74 50 50 50 34 50 86 50 50 50 46 50 50 50 50 50 10 50 62 50 50 50 22 50 26 50 50 50 82 50 38 50 50 50 94 50  2 50 50 50 58 50 14 50 50 50 70 50 74 50 50 50 34 50 86 50 50 50 46
 51 51 51 51 87 51 21 51 51 51 57 51 63 51 51 51  3 51 33 51 51 51 69 51 75 51 51 51 15 51 45 51 51 51 81 51 87 51 51 51 27 51 57 51 51 51 93 51  3 51 51 51 39 51 69 51 51 51  9 51 15 51 51 51 51 51 81 51 51 51 21 51 27 51 51 51 63 51 93 51 51 51 33 51 39 51 51 51 75 51  9 51 51 51 45
 52 52 52 52 68 52 76 52 52 52 92 52  4 52 52 52 20 52 28 52 52 52 44 52 52 52 52 52 68 52 76 52 52 52 92 52  4 52 52 52 20 52 28 52 52 52 44 52 52 52 52 52 68 52 76 52 52 52 92 52  4 52 52 52 20 52 28 52 52 52 44 52 52 52 52 52 68 52 76 52 52 52 92 52  4 52 52 52 20 52 28 52 52 52 44
 53 53 53 53 49 53 35 53 53 53 31 53 41 53 53 53 37 53 23 53 53 53 19 53 29 53 53 53 25 53 11 53 53 53  7 53 17 53 53 53 13 53 95 53 53 53 91 53  5 53 53 53  1 53 83 53 53 53 79 53 89 53 53 53 85 53 71 53 53 53 67 53 77 53 53 53 73 53 59 53 53 53 55 53 65 53 53 53 61 53 47 53 53 53 43
 54 54 54 54 30 54 90 54 54 54 66 54 78 54 54 54 54 54 18 54 54 54 90 54  6 54 54 54 78 54 42 54 54 54 18 54 30 54 54 54  6 54 66 54 54 54 42 54 54 54 54 54 30 54 90 54 54 54 66 54 78 54 54 54 54 54 18 54 54 54 90 54  6 54 54 54 78 54 42 54 54 54 18 54 30 54 54 54  6 54 66 54 54 54 42
 55 55 55 55 11 55 49 55 55 55  5 55 19 55 55 55 71 55 13 55 55 55 65 55 79 55 55 55 35 55 73 55 55 55 29 55 43 55 55 55 95 55 37 55 55 55 89 55  7 55 55 55 59 55  1 55 55 55 53 55 67 55 55 55 23 55 61 55 55 55 17 55 31 55 55 55 83 55 25 55 55 55 77 55 91 55 55 55 47 55 85 55 55 55 41
 56 56 56 56 88 56  8 56 56 56 40 56 56 56 56 56 88 56  8 56 56 56 40 56 56 56 56 56 88 56  8 56 56 56 40 56 56 56 56 56 88 56  8 56 56 56 40 56 56 56 56 56 88 56  8 56 56 56 40 56 56 56 56 56 88 56  8 56 56 56 40 56 56 56 56 56 88 56  8 56 56 56 40 56 56 56 56 56 88 56  8 56 56 56 40
 57 57 57 57 69 57 63 57 57 57 75 57 93 57 57 57  9 57  3 57 57 57 15 57 33 57 57 57 45 57 39 57 57 57 51 57 69 57 57 57 81 57 75 57 57 57 87 57  9 57 57 57 21 57 15 57 57 57 27 57 45 57 57 57 57 57 51 57 57 57 63 57 81 57 57 57 93 57 87 57 57 57  3 57 21 57 57 57 33 57 27 57 57 57 39
 58 58 58 58 50 58 22 58 58 58 14 58 34 58 58 58 26 58 94 58 58 58 86 58 10 58 58 58  2 58 70 58 58 58 62 58 82 58 58 58 74 58 46 58 58 58 38 58 58 58 58 58 50 58 22 58 58 58 14 58 34 58 58 58 26 58 94 58 58 58 86 58 10 58 58 58  2 58 70 58 58 58 62 58 82 58 58 58 74 58 46 58 58 58 38
 59 59 59 59 31 59 77 59 59 59 49 59 71 59 59 59 43 59 89 59 59 59 61 59 83 59 59 59 55 59  5 59 59 59 73 59 95 59 59 59 67 59 17 59 59 59 85 59 11 59 59 59 79 59 29 59 59 59  1 59 23 59 59 59 91 59 41 59 59 59 13 59 35 59 59 59  7 59 53 59 59 59 25 59 47 59 59 59 19 59 65 59 59 59 37
 60 60 60 60 12 60 36 60 60 60 84 60 12 60 60 60 60 60 84 60 60 60 36 60 60 60 60 60 12 60 36 60 60 60 84 60 12 60 60 60 60 60 84 60 60 60 36 60 60 60 60 60 12 60 36 60 60 60 84 60 12 60 60 60 60 60 84 60 60 60 36 60 60 60 60 60 12 60 36 60 60 60 84 60 12 60 60 60 60 60 84 60 60 60 36
 61 61 61 61 89 61 91 61 61 61 23 61 49 61 61 61 77 61 79 61 61 61 11 61 37 61 61 61 65 61 67 61 61 61 95 61 25 61 61 61 53 61 55 61 61 61 83 61 13 61 61 61 41 61 43 61 61 61 71 61  1 61 61 61 29 61 31 61 61 61 59 61 85 61 61 61 17 61 19 61 61 61 47 61 73 61 61 61  5 61  7 61 61 61 35
 62 62 62 62 70 62 50 62 62 62 58 62 86 62 62 62 94 62 74 62 62 62 82 62 14 62 62 62 22 62  2 62 62 62 10 62 38 62 62 62 46 62 26 62 62 62 34 62 62 62 62 62 70 62 50 62 62 62 58 62 86 62 62 62 94 62 74 62 62 62 82 62 14 62 62 62 22 62  2 62 62 62 10 62 38 62 62 62 46 62 26 62 62 62 34
 63 63 63 63 51 63  9 63 63 63 93 63 27 63 63 63 15 63 69 63 63 63 57 63 87 63 63 63 75 63 33 63 63 63 21 63 51 63 63 63 39 63 93 63 63 63 81 63 15 63 63 63  3 63 57 63 63 63 45 63 75 63 63 63 63 63 21 63 63 63  9 63 39 63 63 63 27 63 81 63 63 63 69 63  3 63 63 63 87 63 45 63 63 63 33
 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32 64 64 64 64 64 32
